country,level1,level2,level3,week,year,n_cases,population
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209101,1,2025,12,11656
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209102,1,2025,13,10984
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209103,1,2025,10,10868
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209104,1,2025,8,13113
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209105,1,2025,6,10421
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209106,1,2025,11,7917
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209107,1,2025,10,8294
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209108,1,2025,7,9153
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209109,1,2025,7,8207
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209110,1,2025,9,10807
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209111,1,2025,1,4808
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209112,1,2025,9,8591
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209113,1,2025,9,10772
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209114,1,2025,10,7311
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209115,1,2025,10,9651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209116,1,2025,16,10427
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209117,1,2025,8,11221
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209118,1,2025,10,8113
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209119,1,2025,7,8504
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209120,1,2025,7,9333
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209121,1,2025,13,8521
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209122,1,2025,11,8416
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209123,1,2025,2,9675
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209124,1,2025,6,7611
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209125,1,2025,6,6503
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209126,1,2025,8,8070
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209127,1,2025,6,7860
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209128,1,2025,7,7714
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209129,1,2025,3,7809
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209801,1,2025,9,8008
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209802,1,2025,9,8651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209803,1,2025,5,9921
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209804,1,2025,10,9128
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209805,1,2025,8,7958
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209806,1,2025,11,9397
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209807,1,2025,10,9307
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209808,1,2025,11,8700
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209809,1,2025,15,12492
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209810,1,2025,0,190
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209811,1,2025,11,12051
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209812,1,2025,8,7962
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209813,1,2025,4,7376
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209814,1,2025,10,7484
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209815,1,2025,5,8094
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209816,1,2025,5,6773
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209817,1,2025,4,7231
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209818,1,2025,10,6981
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209819,1,2025,1,5589
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209820,1,2025,5,6758
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209821,1,2025,5,7312
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209822,1,2025,12,8363
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209823,1,2025,8,11012
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209824,1,2025,9,6199
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209825,1,2025,5,7637
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209826,1,2025,8,6558
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209827,1,2025,4,6199
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209828,1,2025,9,9243
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209829,1,2025,7,8453
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209830,1,2025,8,8109
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209831,1,2025,6,8116
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210501,1,2025,7,9594
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210502,1,2025,4,6548
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210503,1,2025,8,10235
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210504,1,2025,14,12235
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210505,1,2025,6,12207
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210506,1,2025,3,4156
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210507,1,2025,10,12285
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210508,1,2025,7,8807
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210509,1,2025,7,8645
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210510,1,2025,8,10813
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210511,1,2025,7,11863
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210512,1,2025,9,7208
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210513,1,2025,9,7242
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210514,1,2025,10,9564
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210515,1,2025,6,9091
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210516,1,2025,11,8911
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210517,1,2025,9,8753
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210518,1,2025,5,8161
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210519,1,2025,11,8739
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210520,1,2025,6,8787
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210521,1,2025,10,11421
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201401,1,2025,0,554
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201402,1,2025,4,5022
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201403,1,2025,8,5681
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201404,1,2025,7,6670
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201405,1,2025,5,6654
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201406,1,2025,6,6504
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201407,1,2025,10,7631
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201408,1,2025,7,9285
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201409,1,2025,6,8985
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201410,1,2025,7,7067
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201411,1,2025,4,5593
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201412,1,2025,7,5734
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201413,1,2025,5,7043
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201414,1,2025,5,8370
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201415,1,2025,10,6053
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201416,1,2025,10,5917
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201417,1,2025,11,7963
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201418,1,2025,5,6383
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201419,1,2025,11,6436
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201420,1,2025,6,7134
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201421,1,2025,5,5726
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201422,1,2025,8,5002
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201423,1,2025,13,5517
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201424,1,2025,6,5483
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201425,1,2025,8,8202
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203501,1,2025,13,9107
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203502,1,2025,13,8659
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203503,1,2025,9,9246
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203504,1,2025,9,8180
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203505,1,2025,5,6557
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203506,1,2025,6,7989
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203507,1,2025,5,7616
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203508,1,2025,13,8744
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203509,1,2025,5,7892
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203510,1,2025,8,8718
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203511,1,2025,6,9263
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203512,1,2025,5,7201
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203513,1,2025,7,7410
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203514,1,2025,3,8821
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203515,1,2025,14,7651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203516,1,2025,12,10461
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203517,1,2025,9,9254
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203518,1,2025,8,9162
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203519,1,2025,8,9340
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203520,1,2025,11,11091
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203521,1,2025,12,8855
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203522,1,2025,8,11232
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204201,1,2025,9,9911
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204202,1,2025,6,10787
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204203,1,2025,7,8899
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204204,1,2025,13,11727
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204205,1,2025,9,10329
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204206,1,2025,10,10367
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204207,1,2025,15,12185
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204208,1,2025,7,9497
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204209,1,2025,10,7356
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204210,1,2025,8,8697
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204211,1,2025,13,9646
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204212,1,2025,12,7926
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204213,1,2025,10,10037
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204214,1,2025,14,9669
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204215,1,2025,13,9168
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204216,1,2025,11,12982
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204217,1,2025,7,7259
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204218,1,2025,9,8066
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204219,1,2025,12,7952
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204220,1,2025,9,8895
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204221,1,2025,12,10409
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204901,1,2025,10,6665
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204902,1,2025,10,8593
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204903,1,2025,4,10871
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204904,1,2025,15,9795
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204905,1,2025,13,8999
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204906,1,2025,10,7524
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204907,1,2025,11,9257
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204908,1,2025,6,7685
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204909,1,2025,8,9705
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204910,1,2025,10,8735
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204911,1,2025,7,10501
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204912,1,2025,4,7467
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204913,1,2025,8,11414
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204914,1,2025,15,11132
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204915,1,2025,17,9647
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204916,1,2025,9,8094
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204917,1,2025,2,2971
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204918,1,2025,3,3398
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204919,1,2025,8,6454
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204920,1,2025,10,12736
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204921,1,2025,16,11351
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204922,1,2025,10,11303
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204923,1,2025,4,7839
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204924,1,2025,9,11126
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207001,2,2025,4,6651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207002,2,2025,9,7094
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207003,2,2025,13,6682
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207004,2,2025,9,9342
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207005,2,2025,13,11787
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207006,2,2025,18,12408
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207007,2,2025,10,11630
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207008,2,2025,8,9038
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207009,2,2025,8,8752
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207010,2,2025,9,10398
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207011,2,2025,5,8554
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207012,2,2025,10,6677
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207013,2,2025,5,8285
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207014,2,2025,5,9092
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207015,2,2025,6,7248
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207016,2,2025,8,8724
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207017,2,2025,5,9635
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207018,2,2025,7,8682
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207019,2,2025,10,11217
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207701,2,2025,13,11069
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207702,2,2025,10,10205
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207703,2,2025,5,9103
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207704,2,2025,11,10387
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207705,2,2025,6,7955
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207706,2,2025,21,11455
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207707,2,2025,11,11428
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207708,2,2025,8,8072
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207709,2,2025,8,9257
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207710,2,2025,7,11259
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207711,2,2025,7,8065
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207712,2,2025,8,8059
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207713,2,2025,10,9254
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207714,2,2025,4,7270
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207715,2,2025,9,10022
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207716,2,2025,10,9462
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207717,2,2025,6,6323
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207718,2,2025,11,9010
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207719,2,2025,8,7194
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207720,2,2025,9,9079
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207721,2,2025,9,9075
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207722,2,2025,6,8902
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208401,2,2025,7,9341
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208402,2,2025,6,8793
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208403,2,2025,10,9271
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208404,2,2025,10,8702
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208405,2,2025,18,8415
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208406,2,2025,13,9143
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208407,2,2025,9,10293
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208408,2,2025,8,10510
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208409,2,2025,4,8365
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208410,2,2025,17,11926
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208411,2,2025,8,10276
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208412,2,2025,5,8291
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208413,2,2025,10,9891
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208414,2,2025,10,12202
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208415,2,2025,12,13785
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208416,2,2025,15,16395
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208417,2,2025,7,9935
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208418,2,2025,23,13227
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208419,2,2025,15,12268
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208420,2,2025,11,9926
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208421,2,2025,9,11426
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208422,2,2025,8,12983
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209101,2,2025,12,11656
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209102,2,2025,9,10984
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209103,2,2025,9,10868
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209104,2,2025,14,13113
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209105,2,2025,12,10421
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209106,2,2025,11,7917
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209107,2,2025,12,8294
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209108,2,2025,9,9153
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209109,2,2025,6,8207
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209110,2,2025,12,10807
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209111,2,2025,5,4808
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209112,2,2025,7,8591
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209113,2,2025,13,10772
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209114,2,2025,9,7311
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209115,2,2025,10,9651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209116,2,2025,13,10427
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209117,2,2025,10,11221
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209118,2,2025,12,8113
